Rank,TeamId,TeamName,LastSubmissionDate,Score,SubmissionCount,TeamMemberUserNames
5193,16732280,"Akarsh kumar shukla","2026-08-18 20:38:35",348.7,1,akarshkumarshukla
5194,16740191,"Arjun Dhillon","2026-08-19 15:15:57",348.3,2,arjundhillon07
5195,16707092,"Asharani Sahu","2026-08-11 11:19:08",348.3,1,asharanisahu
5196,16707118,"DEVEN BAGADE","2026-08-11 11:24:10",347.9,2,devenbagade
5197,16652397,"Aniket Kumar","2026-08-06 13:29:50",347.9,2,kalkiavatar3
5198,16716476,lnssan,"2026-08-20 13:05:18",347.7,2,lukanilssandmayr
5199,16683284,"Haha Farming","2026-08-07 14:38:04",347.7,1,"akshitharamesh,harinir1423"
5200,16743282,"Srivishnu Charan","2026-08-20 18:42:06",347.6,2,srivishnucharan
5201,16623161,"Charles Kalaba","2026-08-08 13:06:02",347.5,2,charleskalaba
5202,16672670,RonTroy,"2026-08-13 04:46:15",347.2,2,rontroy
5203,16687788,skalermo,"2026-08-15 21:07:42",347.0,2,skalermo
5204,16676302,Arnav,"2026-08-08 06:10:01",346.8,2,arnav03101
5205,16658941,Matts6591,"2026-08-17 07:59:36",346.7,1,mathwithmatt
5206,16725304,"Alexandru A","2026-08-23 10:24:35",346.7,2,alexandrua01
5207,16732315,"Filip Chladek","2026-08-17 13:37:38",346.6,2,filipchladek
5208,16698920,"Rishabh Bhartiya","2026-08-12 13:48:26",346.5,2,rishabhbhartiya
5209,16726025,"Yanrun Chen","2026-08-23 17:46:57",346.3,2,yrchen98
5210,16659975,"Rahul Sain","2026-08-05 18:54:58",344.9,2,rahulsain2001
5211,16664218,"Nguyen Vu Tue Khang","2026-08-07 03:13:47",344.9,2,nguyenvutuekhang
5212,16758192,"Dev Monk","2026-08-22 20:12:00",344.8,1,devmonk63
5213,16665371,"Kevoh Mutwiri","2026-08-20 10:55:04",344.5,2,kevohmutwiri
5214,16678362,"Mitiku Yohannes","2026-08-07 00:00:37",343.9,2,mitiku
5215,16740795,Yanshaoo2026,"2026-08-19 08:40:17",343.4,1,yanshaoo2026
5216,16690187,"Amrita Singh","2026-08-08 10:34:51",343.1,2,amrita004
5217,16657159,"Amey Malpurkar","2026-08-11 07:35:27",342.9,2,"ameymalpurkar,siddheshsadarao"
5218,16669576,"zarnab waheed","2026-08-17 19:20:34",342.8,2,zarnabwaheed
5219,16660529,Imaanga,"2026-08-10 11:41:21",342.2,2,imaangababy
5220,16675218,데미안과마루,"2026-08-18 14:16:13",342.1,2,siver3
5221,16690055,"Prem Kumar","2026-08-23 17:26:11",341.6,2,premkumar099
5222,16622245,"Vlas Veles","2026-08-18 17:17:10",341.5,1,vlasveles
5223,16641866,"Prem Gandhi","2026-08-06 19:48:18",341.5,2,gprem352
5224,16657104,"Bashar Gamal","2026-08-17 00:04:56",341.4,2,bashargamal
5225,16691354,"Vedika Gupta","2026-08-08 14:20:25",341.4,1,vedikagupta0
5226,16684191,"Patel Aryan D","2026-08-10 07:36:13",341.1,2,patelaryand
5227,16732409,kawhi0.0,"2026-08-18 17:53:51",341.1,1,kawhi00
5228,16684223,"Aayush Shah","2026-08-13 17:57:28",340.7,2,aayushshah265
5229,16712321,"Elias Schecke","2026-08-15 11:56:53",340.1,2,eliasschecke
5230,16659493,"Ori Glisko","2026-08-09 14:27:44",339.9,2,origlisko
5231,16675037,"Stanislav Pashkov","2026-08-08 20:50:16",339.7,2,stanislavpashkov
5232,16654430,"Rishoban Y","2026-08-07 13:46:37",339.7,1,rishoban
5233,16665360,"Ayush Bhadauria","2026-08-19 11:11:51",339.7,2,ayushbhadauria50
5234,16668331,"Maitreya Mohapatra","2026-08-19 01:42:53",339.0,2,maitreyamohapatra
5235,16701697,"Shadow #2","2026-08-16 12:13:27",338.9,2,chetanagrawall
5236,16653054,Khongor2424,"2026-08-03 15:32:17",338.8,2,khongorkikaik21
5237,16629403,Galza98,"2026-07-31 10:09:02",338.8,1,galza98
5238,16746121,Nononoi,"2026-08-21 07:18:02",338.3,1,nononoi
5239,16690514,"Aditya #3","2026-08-09 06:29:48",338.0,1,a0x1ab
5240,16637025,kodalien,"2026-08-10 15:21:00",337.8,2,kodalien
5241,16661290,"Kelian Esteve","2026-08-04 14:33:13",337.6,1,kelianesteve
5242,16663600,"Adrián Flores","2026-08-05 00:38:36",337.4,2,foward2892
5243,16661879,"Pham Truc","2026-08-07 07:21:46",337.1,1,genti1206
5244,16658620,"Dina Chettouh","2026-08-04 09:13:27",336.5,2,dinachettouh
5245,16668559,Goups,"2026-08-22 09:11:46",336.2,2,hervrenard
5246,16747086,Karma_350234,"2026-08-20 09:56:52",336.2,1,karma350234
5247,16678521,"Arina Nevolina","2026-08-06 20:31:22",335.6,1,nevolinaa
5248,16759726,Phoenix,"2026-08-22 19:43:10",335.6,1,seanht1
5249,16693098,broken_gpu,"2026-08-18 22:42:50",335.2,2,brokengpu
5250,16728465,"Abdurrahman Assegaf","2026-08-16 12:13:15",334.8,2,amanshop
5251,16634769,Fivingone,"2026-08-03 03:47:43",334.3,2,fivingone
5252,16719742,"Varun Dave","2026-08-19 15:58:44",334.2,2,varundave95
5253,16729214,kisamaki0815,"2026-08-16 20:05:38",334.2,1,kisamaki0815
5254,16673328,"Preetham Prasanna","2026-08-22 06:00:55",333.9,1,preethamprasanna
5255,16658065,"Parul Mittal","2026-08-06 13:55:51",333.8,1,pisces83
5256,16652276,Phare111,"2026-08-04 15:09:55",333.7,1,phare111
5257,16668333,VishalVivek,"2026-08-07 09:46:17",333.6,1,vishal14332
5258,16658676,"Abdul Roheem Abdul Warith","2026-08-04 18:59:04",333.6,1,albasoliyy
5259,16659203,"Praful Nayak","2026-08-05 08:17:06",333.3,2,prafulnayak2003
5260,16655003,"Paramjeet Kaur","2026-08-04 21:09:02",333.0,1,kauxp26
5261,16682623,"Aditya Paul","2026-08-14 12:44:45",332.7,2,adityapaul634
5262,16659865,Rithikaaaaah,"2026-08-17 07:09:08",332.4,2,rithikaaaah
5263,16754845,"LG Music","2026-08-21 22:48:01",332.3,1,lgmusic
5264,16682454," Vandanaa R","2026-08-11 06:52:09",332.1,1,vandanaar
5265,16624073,Maruichi01,"2026-08-14 16:03:02",332.1,2,"maruichi01,puws06,tatsukisato,unikina"
5266,16730589,山谷知輝,"2026-08-21 04:57:46",331.9,2,tomokiyamaya
5267,16632319,Valentin,"2026-07-31 21:14:24",331.9,1,vaha94
5268,16685996,"Universal Entropy","2026-08-07 16:22:28",331.6,1,fennerjw
5269,16756768,"Sayeed Ibrahim","2026-08-22 01:32:12",331.6,2,sayeedibrahim
5270,16659698,"Duy Anh Nguyễn","2026-08-07 10:23:27",331.5,1,duyanhnguyn
5271,16656198,N9uy3nPham,"2026-08-06 10:56:04",331.4,2,n9uy3npham
5272,16712089,"yui seya","2026-08-12 12:17:02",331.3,2,yuiseya
5273,16663253,"Albert Benjamin Asare","2026-08-06 19:29:05",331.0,2,albertbenjaminasare
5274,16686716,"menna hassanM","2026-08-22 10:03:33",330.8,2,mennahassanm
5275,16696644,"Franklin T","2026-08-13 10:28:53",330.8,2,franklin0410
5276,16633445,Wal8800,"2026-08-20 19:28:09",330.1,2,wal8800
5277,16661213,"Daniel Siersleben","2026-08-05 12:53:41",329.8,1,danielsiersleben
5278,16741555,"Rushikesh Shirwalkar","2026-08-19 11:02:46",329.8,2,rushikeshshirwalkar
5279,16655508,bigsea,"2026-08-04 01:31:58",329.6,2,sakamakihiromi
5280,16659581,"isah ridwan","2026-08-07 09:02:00",329.5,2,isahridwan
5281,16712086,"Zubair Shafi","2026-08-16 23:23:04",329.1,2,zubairshafi5050
5282,16651668,Haiku,"2026-08-05 06:28:54",328.8,2,yangjiefu
5283,16669314,"Editor Jugnu AI","2026-08-18 10:06:41",328.8,2,editorjugnuai
5284,16755328,"yang zhang","2026-08-23 13:48:50",328.8,2,zhang1221ai
5285,16658357,heetmehta18,"2026-08-07 13:30:40",328.1,2,heetmehta0000
5286,16625770,"Đức Trung Trần","2026-08-22 02:23:21",327.6,2,ctrungtrn
5287,16706312,"shabbar taj","2026-08-11 16:35:57",327.3,2,shabbartaj
5288,16659060,Pratham3gewg,"2026-08-06 18:26:51",327.1,2,pratham3gewg
5289,16689926,"Yongxiang Zhao #2","2026-08-12 03:33:27",327.1,2,yongxiangzhao
5290,16677629,"XIE Jintao","2026-08-06 18:47:28",326.7,2,xiejintao
5291,16624246,"xu j1ayang","2026-08-11 05:12:47",326.6,2,xuj1ayang
5292,16757407,"Dylan Bailes","2026-08-22 06:05:58",326.3,1,dylanbailes
5293,16678355,"Tanuj Saxena","2026-08-07 10:10:24",326.3,2,tanujsaxena
5294,16667700,"Omar Mohammad","2026-08-05 15:52:54",325.8,2,omarmohammadw
5295,16676305,JTHEFROG,"2026-08-08 12:09:45",325.8,2,joshyuasa
5296,16623533,xthixsl_ml,"2026-08-18 04:17:18",325.4,2,xthistle999
5297,16643821,"arnav chaturvedi123","2026-08-02 22:16:08",325.0,2,arnavchaturvedi123
5298,16654306,Shubham,"2026-08-03 19:09:40",325.0,2,sanjayshubham24
5299,16672982,"Enes Aytaç","2026-08-14 12:12:24",324.9,2,enesayta
5300,16677517,justnyoike,"2026-08-10 01:12:56",324.2,2,justnyoike
5301,16717679,mureee,"2026-08-23 13:32:41",323.6,2,"hosyan3279,mureee54"
5302,16686789,Hay-gent,"2026-08-18 19:00:36",323.5,2,"alagusuriyas,gayathrisrimai"
5303,16630372,Q.qlmmm,"2026-08-03 21:38:41",323.4,2,qlammi
5304,16665243,"Harshit Jha","2026-08-05 13:40:16",323.2,2,harshitjha28
5305,16665114,"Francesco Benincasa","2026-08-05 09:56:52",323.0,2,francescobenincasa
5306,16698562,Kyoko004,"2026-08-11 04:38:18",322.5,1,kyoko004
5307,16655734,dworld,"2026-08-05 04:13:18",322.3,2,jagdishhalde
5308,16743136,unhappy,"2026-08-22 14:08:10",322.2,2,chenyahui123
5309,16657426,"M.Mukunda Reddy","2026-08-17 06:18:11",322.2,2,mmukundareddy
5310,16654253,"Gaius K Biju","2026-08-03 18:51:18",321.7,2,gaiuskbiju
5311,16682422,"SABBIR HOSSAIN 2029","2026-08-16 14:23:24",321.4,2,sabbirhossain2029
5312,16713204,"Mohamedg croesus","2026-08-23 03:02:26",321.3,2,mohamedgcroesus
5313,16666316,adityakr1001,"2026-08-05 09:33:41",321.2,1,adityakr1001
5314,16733752,Abhi,"2026-08-17 19:34:16",321.2,1,zeroday19
5315,16686950,"Kittikhun Pachana","2026-08-08 00:16:11",320.4,2,kittikhunpachana
5316,16724204,chestnut,"2026-08-21 02:15:17",320.0,2,yskkrbysh
5317,16762081,VKAUL3,"2026-08-23 12:09:08",319.6,1,vkaul3
5318,16658888,NovaBytes,"2026-08-06 07:06:34",318.7,2,"drashtisingh14,kjjkjjk3107"
5319,16717447,zhiyue666,"2026-08-14 10:09:51",318.7,1,zhiyue666
5320,16661231,"R Ajay Kumar12","2026-08-04 14:12:11",318.5,1,rajaykumar12
5321,16659804,"Gashahun Demise","2026-08-04 13:23:20",318.4,2,gashahundemiset
5322,16635681,"Shubham Phapale","2026-08-09 04:17:07",318.4,2,shubhamphapale
5323,16670185,"Odilon Yehouenou","2026-08-13 20:23:58",317.7,2,odilonyehouenou
5324,16724743,"Dr. James Gambrah","2026-08-17 08:48:47",317.2,2,jamesgambrah
5325,16662861,"Chirag Tutlani","2026-08-04 19:13:05",317.1,1,chiragtutlani
5326,16723487,RoboDavo,"2026-08-19 00:36:17",317.0,2,robertdavidson1911
5327,16654290,"Srinivasa Ranga","2026-08-17 05:19:41",317.0,1,srinivasaranga
5328,16661587,"Debashis Mohapatra","2026-08-05 09:05:50",316.6,2,debashismohapatra
5329,16669411,"Atta Ullah","2026-08-10 13:28:30",314.9,2,attaullahqau
5330,16683970,"Zakhar Homyakov","2026-08-07 11:14:41",314.3,2,zakharhomyakov
5331,16695283,"Mark Baushenko","2026-08-18 08:02:27",314.3,2,e0xextazy
5332,16760903,"Derrick Lace","2026-08-23 04:23:40",314.0,2,derricklace
5333,16703295,Yuting,"2026-08-13 20:42:16",313.3,2,yutinghanuxd
5334,16684168,"Roaya Saed","2026-08-10 14:36:20",312.8,1,roayasaed
5335,16748410,Lemons,"2026-08-21 19:44:07",312.8,1,takahiromatoba
5336,16622943,"Erwin Huizenga","2026-08-21 06:40:50",312.8,2,erwinh
5337,16658489,小出和見,"2026-08-13 23:23:04",312.7,2,kzmk8d
5338,16733204,"Sompalli Akhil Kumar","2026-08-18 10:14:08",312.6,2,sompalliakhilkumar
5339,16700876,"Oyegoke Emmanuel","2026-08-16 18:08:40",312.5,1,oyegokeemmanuel
5340,16738279,zhangshuosc,"2026-08-21 10:58:16",311.6,2,zhangshuosc
5341,16658725,"syed jawad","2026-08-17 08:49:32",311.3,1,syedjawad663
5342,16707144,Kirderf,"2026-08-22 23:13:02",310.8,2,kirderf
5343,16739918,POLAROID_86,"2026-08-18 21:56:04",310.2,2,polaroid86
5344,16739578,"Pietro Valocchi","2026-08-19 13:29:31",310.2,2,pietrovalocchi
5345,16713601,"Omar spok","2026-08-19 13:27:13",310.1,2,omarspok
5346,16684875,"Amitrakshar Mukherjee","2026-08-07 13:21:32",310.0,2,amitraksharmukherjee
5347,16738218,kiyo,"2026-08-19 01:35:37",309.9,1,kiyohiro
5348,16668464,Mauro,"2026-08-05 15:57:27",309.6,2,ilmaurino
5349,16724512,"Diw Gupta","2026-08-21 13:45:51",309.5,1,diwgupta
5350,16748603,qianzhonhao,"2026-08-22 22:07:30",308.8,2,qianzhonhao
5351,16657378,doteeee,"2026-08-14 11:43:40",308.7,2,narendra
5352,16676007,"Lao KENAO","2026-08-15 01:15:48",308.5,2,laokenao
5353,16689933,"Anjali Shah","2026-08-17 09:30:28",308.5,2,anjalishah0306
5354,16707228,"Milind Bansal","2026-08-11 11:45:00",308.5,1,milindbansal18
5355,16679467,"Ahmed Zedan","2026-08-18 00:28:27",308.4,2,ahmedzedan11
5356,16669523,Jackson55171,"2026-08-05 18:21:00",308.4,2,jackson55171
5357,16666512,RexHuang936,"2026-08-07 08:51:41",308.2,2,rexhuang936
5358,16707372,"zidu cheng","2026-08-11 13:30:40",307.9,1,ziducheng
5359,16731636,関西人,"2026-08-19 11:17:52",307.7,2,m1333666888
5360,16761731,"James Hu","2026-08-23 17:50:28",307.6,1,cnjameshu
5361,16677788,DorianCo,"2026-08-06 18:10:06",307.6,2,dorianco
5362,16711610,cc_z_kaggle,"2026-08-12 09:33:23",307.5,1,cczkaggle
5363,16667601,"Audrius Molis","2026-08-05 12:27:17",307.0,2,vienas
5364,16639684,Rubel,"2026-08-05 18:49:11",306.8,2,rubel01
5365,16758856,"Ali Zaib","2026-08-22 15:43:32",306.8,2,alizaib001
5366,16708480,"Omar M.Moustafa","2026-08-11 18:55:58",306.7,2,omarmmoustafa
5367,16660144,"Léandre ELISHA","2026-08-09 12:25:44",306.5,2,landreelisha
5368,16679096,WilliamXylean,"2026-08-14 05:56:29",306.4,2,williamxylean
5369,16740950,Shaw,"2026-08-23 10:07:14",306.4,2,shaw06
5370,16633483,"benkerrouche abdelbasset","2026-08-07 16:11:50",306.1,1,bassetkerouche
5371,16678647,"Zorawar Singh","2026-08-06 19:55:53",306.1,2,zorawarsingh677
5372,16707941,ニイエチカイン,"2026-08-14 15:28:42",306.1,2,j4ck99
5373,16658152,MingSUN007,"2026-08-04 13:46:29",306.1,2,mingsun007
5374,16762045,ADV,"2026-08-23 13:28:56",305.8,1,shuntianjiang
5375,16656595,"Sithija Amarathunga","2026-08-04 10:09:50",305.7,2,sithijaamarathunga
5376,16660579,mayank,"2026-08-06 14:41:12",305.6,2,mayank921
5377,16687151,harshi101,"2026-08-08 06:32:37",305.3,2,harshi101
5378,16635098,"Charvi Upreti","2026-08-15 05:43:59",304.9,1,charviupreti
5379,16680789,"Marouane Alahyane","2026-08-15 02:41:18",304.7,2,marouanealahyane
5380,16623823,"Julieta Rubis","2026-07-31 04:45:53",304.5,2,julietarubis
5381,16659387,dharssshiniii,"2026-08-04 09:48:15",304.4,1,dharssshiniii
5382,16649650,"Ashish Barnawal","2026-08-11 04:08:04",304.2,1,klein4
5383,16663869,CYBER_TECH99,"2026-08-05 01:40:15",304.2,2,cybertech99
5384,16687891,qklent,"2026-08-09 19:44:12",304.2,1,qklent
5385,16710459,Nironiro,"2026-08-23 14:24:16",303.9,2,nironiro
5386,16661711,"Wild Star217","2026-08-10 18:57:19",303.8,2,wildstar217
5387,16661469,"Qiqi Xie","2026-08-06 20:53:32",303.7,2,qiqixie123
5388,16663191,"Arnav Anand","2026-08-04 19:53:08",303.4,1,arnavair27
5389,16654067,DataForge,"2026-08-05 10:19:25",303.2,2,"chanduchandini,goriparthiramatulasi,srilakshmipanitini,suryachakradhar"
5390,16671302,"Pratish Chaudhary","2026-08-10 00:35:01",303.2,1,pratishchaudhary
5391,16668654,"Zharkyn Makhanbet","2026-08-10 18:28:08",303.2,1,imadparadoxi
5392,16644210,"حسنين ساجد","2026-08-07 22:08:44",303.2,2,kutghngf98687er
5393,16670674,"Foodle Jang","2026-08-19 22:14:34",302.8,2,foodlejang
5394,16699790,Aryanpal07,"2026-08-16 12:28:53",302.7,1,aryanpal07
5395,16725104,ManasviVarma,"2026-08-23 10:20:35",302.5,1,manasvivarma
5396,16665704,"Sreesanth M S","2026-08-05 07:12:05",302.4,1,sreesanthms
5397,16688231,"Antoine Matemane Mahirwe","2026-08-10 19:40:15",302.4,2,antoinemah
5398,16667365,"leul dereje","2026-08-08 06:54:54",302.3,2,leuldereje
5399,16662105,PunnatatJAY,"2026-08-04 16:22:50",302.2,1,punnatatjay
5400,16730653,"Daham Dissanayake","2026-08-21 03:17:15",302.0,1,"dahamdissanayake,dinuginimnara"
5401,16718890,"Andy Symonds","2026-08-19 23:04:11",301.7,2,andyivanhoe
5402,16686316,"Ali mohon","2026-08-07 16:16:43",301.6,2,alimohon
5403,16673369,Frame,"2026-08-06 07:59:47",301.5,1,rainorwang
5404,16717671,"Luke Enness","2026-08-23 17:00:05",301.4,2,lukeenness
5405,16659572,"ABHILASH PRAHARAJ","2026-08-04 11:24:21",301.1,1,abhilashpraharaj
5406,16761134,mash3gt,"2026-08-23 06:10:12",301.1,1,shiroguitar
5407,16690494,StevenBeyen,"2026-08-13 07:55:32",301.0,2,beyensteven
5408,16756743,"Ismail Alli Adekunle","2026-08-21 22:59:18",300.6,1,ismailalliadekunle
5409,16659900,"Abu Bakr","2026-08-04 18:30:29",300.4,2,mohamed32010
5410,16663387,Ju,"2026-08-05 23:29:38",300.1,2,juziddd
5411,16665614,MesonLabs,"2026-08-11 06:17:27",300.0,1,mesonlabs
5412,16656692,"kinza aftab 714","2026-08-04 05:43:51",299.8,2,kinzaaftab714
5413,16690882,"Meet P. Shah","2026-08-16 13:11:46",299.6,2,meet47
5414,16676003,franck,"2026-08-06 14:59:55",299.5,2,bakura
5415,16689903,wangbohuan,"2026-08-08 09:35:12",298.8,2,wangbohuan
5416,16665719,"[Armenia] Narek Petrosyan1","2026-08-05 07:49:34",298.7,1,narekpetrosyan1
5417,16732478,Ken_Ken_Pa,"2026-08-22 13:46:16",298.6,2,kenkenpa
5418,16663459,"Cristian Yeanpaul Palomino Calderon","2026-08-06 04:14:17",298.5,2,dawo0t
5419,16725288,mustafasadiqi,"2026-08-15 12:26:35",298.4,1,mustafasadiqi
5420,16675104,"khwaja Moula'Ali","2026-08-06 11:30:49",298.1,1,khwajamoulaali
5421,16664157,"Runjie Zhu","2026-08-10 11:49:13",297.5,1,damiendesolei
5422,16695937,Ryckiii,"2026-08-09 13:03:24",297.2,1,ryckiii
5423,16660957,CREVATEC,"2026-08-11 09:30:33",296.9,2,"olakunleolalekan,samueloladeji"
5424,16728350,fajarnadeem808,"2026-08-16 13:07:59",296.9,2,fajarnadeem808
5425,16730745,"Aymerou Yaya Koné","2026-08-22 02:34:39",296.7,2,aymerouyayakon
5426,16667063,"Amiksha S","2026-08-09 15:16:49",296.6,1,amikshas
5427,16659703,"Ananya #2","2026-08-04 12:00:26",296.6,1,ananyax8
5428,16663003,devzohaib,"2026-08-04 21:27:30",296.4,1,devzohaib
5429,16690161,"Sudipto Event","2026-08-11 09:25:00",296.4,2,sudiptoevent
5430,16686411,NeoCodes.Dev,"2026-08-15 22:31:55",296.3,1,neocodesdev
5431,16654293,"Jatin N. Soni","2026-08-18 09:59:05",296.1,2,jatinsoni111
5432,16662066,"Yug Savalia","2026-08-06 19:06:26",296.0,1,"priyankagarg19,yugsavalia"
5433,16702430,"ZeLong Leo","2026-08-19 03:18:17",295.9,2,zelongleo
5434,16658783,"Devesh Choudhury","2026-08-07 17:08:33",295.6,2,deveshchoudhury
5435,16666553,DevChheda26,"2026-08-05 09:53:22",295.6,1,devchheda26
5436,16660450,"prashant prakash","2026-08-08 09:45:36",295.4,2,prashantprakash28
5437,16750033,davidw001,"2026-08-20 17:13:07",295.2,1,davidw001
5438,16701041,"Meet Babariya","2026-08-10 14:21:06",295.2,1,meetbabariya
5439,16625775,liubingxin205,"2026-08-15 06:29:40",294.9,2,"hongjuw,liubingxin205"
5440,16738539,"Sharath S","2026-08-21 05:19:45",294.7,2,akicodes
5441,16656485,stunningvn,"2026-08-05 04:47:11",294.7,2,dedquoc
5442,16740800,"Shiva Sai","2026-08-19 03:54:27",294.7,1,shivasai846
5443,16716407,"Ibrahim Adamu Anka","2026-08-13 09:01:38",293.9,2,ibrahimadamuanka
5444,16637845,"Hadjmohamd Seif","2026-08-08 21:47:53",293.5,2,hadjmohamdseif
5445,16658761,!Aman212,"2026-08-04 12:10:28",293.1,2,aman9142424
5446,16653319,"Md. Rasel Meya","2026-08-06 14:42:18",292.9,2,raselmeya
5447,16632795,"vishwottam kudekar","2026-08-05 18:19:02",292.9,1,vishwottamkudekar
5448,16701143,macneil,"2026-08-14 14:53:54",292.8,2,macneil
5449,16658383,"SIVA S","2026-08-23 04:12:50",292.6,2,codingmaster24
5450,16744954,charley8,"2026-08-22 06:23:36",292.4,2,charley8
5451,16683998,"Mahoraga save me","2026-08-07 22:09:22",292.3,2,yqngyv
5452,16659001,"Tim Wanjohi","2026-08-12 11:43:16",292.2,2,timwanjohi
5453,16735080,"SARTHAK PATIL","2026-08-20 05:56:00",291.7,2,sarthakpatil23
5454,16723726,"Erika Worrall","2026-08-15 23:09:17",291.7,1,erikaworrall
5455,16672767,"FasterYouChase FasterIRun","2026-08-09 13:15:12",291.1,2,icoguser
5456,16748712,"Amit Kumar Gupta","2026-08-21 13:33:00",290.8,2,eramitg
5457,16670506,"Juan Andres Bravo Mejia","2026-08-05 21:40:17",290.5,1,juanandresbravomejia
5458,16676501,"[Deleted] cf820879-5b51-45ff-9f0a-1d88833299b5","2026-08-08 08:32:10",290.5,2,kamraanmulani
5459,16695733,"Imad Zaanine","2026-08-11 02:11:15",290.5,2,imadzaanine
5460,16645300,szyulian,"2026-08-04 04:42:36",290.4,1,szyulian
5461,16667691,alexanderctrl,"2026-08-18 10:10:51",290.3,2,alexanderctrl
5462,16660321,syafanidwina,"2026-08-05 00:41:33",289.9,1,syafanidwina
5463,16707519,"Pradnya Khanse","2026-08-11 12:52:07",289.9,1,pradnyakhanse
5464,16719618,Javierrcs,"2026-08-14 13:16:05",289.8,1,javierrcs
5465,16655813,minerppdy,"2026-08-04 06:06:58",289.5,1,minerppdy
5466,16716386,"Dev Marya","2026-08-13 09:26:18",289.4,1,devmarya
5467,16658644,"Hitarth Pandey","2026-08-09 03:04:42",289.2,1,hitarthpandey
5468,16656633,N25H03A1028,"2026-08-05 05:18:45",289.1,1,pardhusadhu
5469,16728152,"Kenji Tai","2026-08-16 18:27:33",289.1,2,kenjitai
5470,16671985,"vishal waghchaure","2026-08-07 09:25:36",288.7,2,vishalwaghchaure
5471,16683428,"Darsh Jilka","2026-08-19 09:03:08",288.5,2,darshjilka
5472,16669756,AlgSaid,"2026-08-05 18:54:07",288.3,1,imabdallah
5473,16665701,ManuelWick-Eckl,"2026-08-13 16:07:30",288.3,2,manuelw
5474,16744461,"Adiratna Kamble","2026-08-21 22:05:13",288.2,1,adiratnakamble
5475,16691583,Caleb,"2026-08-09 14:32:52",287.6,2,collev
5476,16723050,"Ítalo Albuquerque","2026-08-21 17:23:25",287.5,2,taloalbuquerque
5477,16653997,"Alekya Valapushetty","2026-08-05 13:52:08",287.3,2,alekyavalapushetty
5478,16679904,"Joshua Bensemann","2026-08-16 01:29:23",287.2,1,qazcat
5479,16666574,"hrishit prakash","2026-08-05 13:26:37",286.8,2,hrishitprakash
5480,16658700,"szlachetny snieg","2026-08-04 08:48:47",286.6,1,takayukiimoto
5481,16711673,losingself,"2026-08-12 09:07:45",286.5,1,level14taken
5482,16632145,kazuki_kazukazu,"2026-07-31 14:53:13",286.4,1,kazukikazukazu
5483,16696266,"Pandarasamy Arjunan (Samy)","2026-08-09 14:16:03",286.3,1,samy101
5484,16662603,"Shem Gikunda","2026-08-06 17:24:48",286.3,1,shemgikunda
5485,16659374,"[Deleted] 8f7327b9-2576-439b-bd6e-3f5fde366ebe","2026-08-04 10:12:44",286.3,1,del=8b215115eb53cbc1
5486,16755126,"David ter Kuile","2026-08-21 14:01:59",285.7,2,davidterkuile
5487,16714263,Lmfm24,"2026-08-12 20:38:01",285.4,2,lmfm24
5488,16670004,Zinc-Eater,"2026-08-19 22:50:41",285.2,2,zans7331
5489,16684891,SARTHAK,"2026-08-14 19:07:26",285.2,1,s4rth4k01
5490,16671827,"Shourya Gupta","2026-08-19 16:33:08",285.2,2,siriuspotter
5491,16690286,imunderthetree,"2026-08-08 12:25:51",285.2,2,imunderthetree
5492,16644378,"hicham bedrani","2026-08-22 14:07:07",285.1,2,hichambedrani
5493,16625615,"Mobeen Fatima","2026-08-18 11:13:55",285.0,2,mobeenfatimah
5494,16730326,atsushi11o7,"2026-08-21 15:47:31",285.0,1,atsushi11o7
5495,16661810,AGNES33,"2026-08-16 19:09:18",283.6,2,agnes33
5496,16689364,"Udbhav Purwar","2026-08-11 10:12:00",283.6,1,udbhavpurwar
5497,16632881,"Brisa Marina","2026-08-07 16:13:15",283.4,1,brisamarina
5498,16654853,"Saketh Rao","2026-08-03 21:43:14",283.1,1,sakethrao
5499,16727383,"Minchul Shin","2026-08-20 07:50:37",282.7,1,nashory
5500,16743055,栗ご飯,"2026-08-19 12:56:38",282.2,1,criticalpath1903
5501,16712979,"Yusuke Tsukuda","2026-08-12 14:58:39",282.0,1,yusuketsukuda
5502,16662111,"Mood Vikram","2026-08-22 15:01:07",281.9,2,"moodvikram,sidhantchauhan"
5503,16687574,"Yash Raghuvanshi","2026-08-07 22:09:38",281.8,2,yashraghuvanshi25
5504,16655159,"Marcel Relaford","2026-08-13 01:26:26",281.8,1,marcelrelaford
5505,16684908,"Nidal Saleh","2026-08-08 14:08:20",281.1,2,nidalsaleh
5506,16654314,Mahamudul_Hassan_8012,"2026-08-03 18:33:07",281.0,2,mahamudulhassan8012
5507,16657440,Lz7_129,"2026-08-04 15:26:01",281.0,1,lz7129
5508,16751488,Klixel,"2026-08-21 03:35:28",280.5,1,klixel
5509,16748000,"Rohit Raj Singh","2026-08-20 10:36:55",280.4,1,rohitrajsingh555
5510,16748092,Luckshith,"2026-08-20 12:59:43",280.3,2,luckshith
5511,16657777,"sandeep kumar","2026-08-04 11:41:21",280.2,2,sandeep088
5512,16664044,IntentionalSayshara,"2026-08-23 13:55:49",279.9,2,jaelle
5513,16672325,Ispagiytiy,"2026-08-06 08:58:30",279.8,2,ispagiytiy
5514,16732513,Taogege,"2026-08-18 14:49:02",279.3,1,"liyiyiyi6,taogege520"
5515,16676084,"Abir Majdi","2026-08-21 01:53:30",279.3,2,abirmajdi
