episode,seat,team,score,opp_score,won,margin,hands_d5,hands_d10,hands_d15,hands_d20,hands_d25,hands_d30,quads_d5,quads_d10,quads_d15,quads_d20,quads_d25,quads_d30,money_d5,money_d10,money_d15,money_d20,money_d25,money_d30,tiles_WHEAT,tiles_CARROT,tiles_TOMATO,tiles_STRAWBERRY,tiles_MELON,peak_WHEAT,peak_CARROT,peak_TOMATO,peak_STRAWBERRY,peak_MELON,animals_GOOSE,animals_COW,animals_SHEEP,plant_total,first_melon_day,first_animal_day,quads_final,hands_final,act_total,act_move,act_pass,act_water,act_harvest,act_plant,act_care,act_feed,act_dig,act_fertilize,act_collect_fert,act_pickup,act_drop,act_place,act_build,move_share,pass_share,work_share,sold_WHEAT,sold_CARROT,sold_TOMATO,sold_STRAWBERRY,sold_MELON,sold_EGG,sold_MILK,sold_WOOL,sold_FERTILIZER,sold_total,sell_orders,buy_seed_orders,buy_product_orders
91819692,0,Freddy,73786,75409,0,-1623,3,12,9,14,12,10,1,3,3,3,3,3,524,3358,10779,35334,57707,73786,143,0,0,37,18,57,0,0,35,9,0,9,4,198,0,0,3,10,6587,2813,983,1005,389,198,284,290,41,72,295,135,56,13,13,0.4271,0.1492,0.4237,455,0,0,286,114,0,241,132,235,1463,168,63,140
91819692,1,Trex,75409,73786,1,1623,3,14,9,14,12,10,1,3,3,3,3,3,508,6202,12845,39381,60352,75409,138,0,0,37,18,54,0,0,35,13,0,10,4,193,0,0,3,10,6716,2876,1030,1017,386,193,285,290,46,72,301,138,50,18,14,0.4282,0.1534,0.4184,459,0,0,299,114,0,218,160,242,1492,175,63,156
91819693,0,Teddy Tennant,73859,86200,0,-12341,3,14,9,14,12,10,1,3,3,3,3,3,518,7037,19406,47835,59090,73859,143,0,0,37,19,57,0,0,36,14,0,9,4,199,0,0,3,10,6631,2836,995,1010,390,199,285,290,40,72,296,135,57,13,13,0.4277,0.1501,0.4223,455,0,0,286,114,0,241,132,235,1463,168,63,140
91819693,1,Gould Research,86200,73859,1,12341,3,14,12,14,13,10,1,3,3,3,3,3,518,5917,18772,48700,62676,86200,144,0,0,32,19,58,0,0,31,14,0,8,9,195,0,0,3,10,7157,3055,1085,973,391,195,350,356,37,62,375,180,64,17,17,0.4269,0.1516,0.4215,453,0,0,246,114,0,214,227,324,1578,188,66,168
91819695,0,Ueddy,94299,74700,1,19599,3,14,11,14,14,10,1,3,3,3,3,3,510,7921,22878,53973,71798,94299,148,0,0,31,21,57,0,0,31,14,0,6,11,200,0,0,3,10,7149,3048,1055,974,384,200,379,366,41,62,369,181,56,17,17,0.4264,0.1476,0.4261,427,0,0,247,116,0,150,275,307,1522,182,70,158
91819695,1,Abracadabra,74700,94299,0,-19599,3,14,9,14,12,9,1,3,3,3,3,3,509,8108,21047,48072,58907,74700,141,0,0,37,19,54,0,0,36,14,0,9,5,197,0,0,3,9,6563,2796,962,986,386,197,292,299,44,71,310,142,49,14,15,0.426,0.1466,0.4274,440,0,0,276,114,0,225,138,239,1432,165,62,159
91820643,0,Tyooughtul,121073,120831,1,242,3,14,9,14,12,10,1,3,3,3,3,3,518,4887,17186,58994,94529,121073,143,0,0,37,19,57,0,0,35,14,0,9,4,199,0,0,3,10,6631,2836,995,1010,390,199,284,290,41,72,296,135,57,13,13,0.4277,0.1501,0.4223,455,0,0,286,114,0,241,132,235,1463,166,63,140
91820643,1,chunhu666,120831,121073,0,-242,3,14,9,14,12,10,1,3,3,3,3,3,518,4887,17091,58869,94324,120831,143,0,0,37,19,57,0,0,35,14,0,9,4,199,0,0,3,10,6631,2836,994,1010,390,199,285,290,41,72,296,135,57,13,13,0.4277,0.1499,0.4224,455,0,0,286,114,0,241,132,235,1463,168,63,140
91820646,0,Jince,74892,75525,0,-633,3,14,9,14,12,9,1,3,3,3,3,3,503,8082,23770,51106,61027,74892,142,0,0,37,19,54,0,0,36,14,0,9,5,198,0,0,3,9,6563,2796,962,986,386,198,292,299,43,71,310,142,49,14,15,0.426,0.1466,0.4274,440,0,0,276,114,0,225,138,239,1432,165,62,159
91820646,1,CemBas,75525,74892,1,633,3,14,9,14,12,9,1,3,3,3,3,3,513,8098,23915,51383,61381,75525,142,0,0,37,19,54,0,0,36,14,0,9,5,198,0,0,3,9,6586,2637,982,1035,388,198,364,295,44,71,353,141,49,14,15,0.4004,0.1491,0.4505,447,0,0,276,114,0,225,138,241,1441,209,62,159
91823433,0,Abracadabra,64807,64333,1,474,3,14,9,14,12,9,1,3,3,3,3,3,512,7201,19021,39718,49873,64807,142,0,0,37,19,54,0,0,36,14,0,9,5,198,0,0,3,9,6563,2796,961,986,386,198,292,299,44,71,310,142,49,14,15,0.426,0.1464,0.4275,440,0,0,276,114,0,225,138,239,1432,165,62,159
91823433,1,Efe Can Celiksoy,64333,64807,0,-474,3,14,9,14,12,10,1,3,3,3,3,3,512,7330,19854,40662,50818,64333,143,0,0,37,19,57,0,0,35,14,0,9,4,199,0,0,3,10,6631,2857,961,1009,390,199,285,290,42,72,296,135,69,13,13,0.4309,0.1449,0.4242,455,0,0,286,114,0,241,132,235,1463,175,63,140
91823436,0,Yvonne.,85152,90647,0,-5495,3,14,9,14,12,10,1,3,3,3,3,3,515,7918,21722,52094,68068,85152,143,0,0,37,19,57,0,0,36,14,0,9,4,199,0,0,3,10,6631,2836,994,1010,390,199,285,290,41,72,296,135,57,13,13,0.4277,0.1499,0.4224,469,0,0,286,114,0,241,132,238,1480,178,63,140
91823436,1,Hak,90647,85152,1,5495,3,14,9,14,12,10,1,3,3,3,3,3,506,7708,21605,52878,72089,90647,143,0,0,37,19,57,0,0,36,14,0,7,6,199,0,0,3,10,6631,2835,995,1009,390,199,285,290,42,72,296,135,57,13,13,0.4275,0.1501,0.4224,455,0,0,286,114,0,241,162,235,1493,172,63,140
91823439,0,Dmitry Larko,101467,88847,1,12620,3,14,9,14,12,10,1,3,3,3,3,3,538,5752,17834,55170,74374,101467,146,0,0,37,19,61,0,0,33,13,0,10,4,202,0,0,3,10,6716,2871,1028,1019,386,202,285,290,43,72,303,139,49,15,14,0.4275,0.1531,0.4194,488,0,0,285,114,0,218,132,245,1482,189,69,156
91823439,1,Abracadabra,88847,101467,0,-12620,3,14,9,14,12,9,1,3,3,3,3,3,250,4907,16707,45631,63745,88847,142,0,0,37,19,54,0,0,35,14,0,7,4,198,0,0,3,9,6563,2796,962,985,386,198,292,299,44,71,310,142,49,14,15,0.426,0.1466,0.4274,440,0,0,276,114,0,225,138,239,1432,165,62,159
91825227,0,EdGy2k,69092,73661,0,-4569,3,14,9,14,12,10,1,3,3,3,3,3,247,6021,17985,43640,54646,69092,143,0,0,37,19,57,0,0,32,14,0,9,4,199,0,0,3,10,6631,2836,995,1010,390,199,285,290,40,72,296,135,57,13,13,0.4277,0.1501,0.4223,455,0,0,286,114,0,241,132,235,1463,168,63,140
91825227,1,Dmitry Larko,73661,69092,1,4569,3,14,9,14,12,10,1,3,3,3,3,3,536,8021,19713,46484,59169,73661,146,0,0,37,19,61,0,0,35,14,0,10,4,202,0,0,3,10,6716,2871,1028,1018,386,202,285,290,44,72,303,139,49,15,14,0.4275,0.1531,0.4194,488,0,0,285,114,0,218,132,245,1482,190,69,156
91825240,0,Haramball forever!,110399,113626,0,-3227,3,14,9,14,12,10,1,3,3,3,3,3,518,7267,24252,66553,92687,110399,143,0,0,37,19,57,0,0,36,14,0,7,6,199,0,0,3,10,6631,2836,995,1010,390,199,285,290,40,72,296,135,57,13,13,0.4277,0.1501,0.4223,455,0,0,286,114,0,241,174,235,1505,172,63,140
91825240,1,Gould Research,113626,110399,1,3227,3,14,12,14,13,10,1,3,3,3,3,3,518,6355,23855,67109,92074,113626,144,0,0,32,19,58,0,0,31,14,0,8,9,195,0,0,3,10,7157,3055,1085,973,391,195,350,356,37,62,375,180,64,17,17,0.4269,0.1516,0.4215,460,0,0,246,114,0,214,217,318,1569,188,66,168
91826187,0,Dmitry Belan,79744,79211,1,533,3,14,9,14,12,10,1,3,3,3,3,3,512,7515,24526,55575,66793,79744,143,0,0,37,19,57,0,0,35,14,0,9,4,199,0,0,3,10,6631,2835,995,1010,390,199,285,290,41,72,296,135,57,13,13,0.4275,0.1501,0.4224,455,0,0,286,114,0,241,132,235,1463,168,63,140
91826187,1,Ezzzzzekki,79211,79744,0,-533,3,14,9,14,12,10,1,3,3,3,3,3,512,7516,24429,55478,66717,79211,143,0,0,37,19,57,0,0,36,14,0,9,4,199,0,0,3,10,6631,2836,995,1010,390,199,285,290,40,72,296,135,57,13,13,0.4277,0.1501,0.4223,455,0,0,286,114,0,241,132,235,1463,170,63,140
91827096,0,Lev Neganov,89753,90434,0,-681,3,14,9,14,12,10,1,3,3,3,3,3,522,5808,16147,51682,68056,89753,138,0,0,35,18,54,0,0,33,13,0,10,4,191,0,0,3,10,6716,2876,1033,1017,386,191,285,290,45,72,301,138,50,18,14,0.4282,0.1538,0.418,459,0,0,299,114,0,218,160,242,1492,175,63,156
91827096,1,HealthStone,90434,89753,1,681,4,9,10,14,12,10,1,3,3,3,3,3,5,3184,16796,49780,68775,90434,104,50,0,33,17,33,37,0,33,11,0,9,4,204,0,0,3,10,6979,3569,745,889,368,204,235,276,45,54,314,162,92,13,13,0.5114,0.1067,0.3819,404,87,0,221,101,0,230,77,257,1377,240,127,179
91827097,0,boatlee,78710,78559,1,151,3,14,9,14,12,10,1,3,3,3,3,3,518,4808,16570,51653,67294,78710,143,0,0,37,19,56,0,0,36,13,0,9,4,199,0,0,3,10,6631,2836,995,1009,390,199,285,290,41,72,296,135,57,13,13,0.4277,0.1501,0.4223,455,0,0,286,114,0,241,132,235,1463,166,63,140
91827097,1,Teddy Tennant,78559,78710,0,-151,3,14,9,14,12,10,1,3,3,3,3,3,518,4808,16475,51529,67090,78559,143,0,0,37,19,57,0,0,36,13,0,9,4,199,0,0,3,10,6631,2836,995,1010,390,199,285,290,40,72,296,135,57,13,13,0.4277,0.1501,0.4223,455,0,0,286,114,0,241,132,235,1463,168,63,140
91827101,0,Abracadabra,68580,72884,0,-4304,3,14,9,14,12,9,1,3,3,3,3,3,518,7038,20060,41261,52064,68580,142,0,0,37,19,54,0,0,36,14,0,9,5,198,0,0,3,9,6563,2796,962,986,386,198,292,299,43,71,310,142,49,14,15,0.426,0.1466,0.4274,440,0,0,276,114,0,225,138,239,1432,165,62,159
91827101,1,THUNDER THUNDER,72884,68580,1,4304,3,14,12,14,13,10,1,3,3,3,3,3,518,5918,19973,42147,55971,72884,147,0,0,32,19,57,0,0,31,14,0,10,7,198,0,0,3,10,7196,3108,1043,974,393,198,359,368,41,61,385,175,57,17,17,0.4319,0.1449,0.4232,427,0,0,231,114,0,252,197,324,1545,172,70,155
91827142,0,Valmorlee,106742,116139,0,-9397,3,14,9,14,12,9,1,3,3,3,3,3,512,8094,24870,65189,86511,106742,142,0,0,37,19,54,0,0,36,14,0,9,5,198,0,0,3,9,6563,2796,962,986,386,198,292,299,43,71,310,142,49,14,15,0.426,0.1466,0.4274,440,0,0,276,114,0,225,138,239,1432,165,62,159
91827142,1,THUNDER THUNDER,116139,106742,1,9397,3,14,11,14,12,10,1,3,3,3,3,3,512,7131,26354,67625,95558,116139,145,0,0,31,19,58,0,0,31,14,0,10,7,195,0,0,3,10,7028,2916,1077,971,392,195,353,362,39,62,380,180,67,17,17,0.4149,0.1532,0.4318,433,0,0,248,111,0,236,197,318,1543,185,68,169
91827144,0,Ezzzzzekki,71514,67381,1,4133,3,14,9,14,12,10,1,3,3,3,3,3,522,4907,15444,45794,60466,71514,143,0,0,37,19,57,0,0,34,11,0,9,4,199,0,0,3,10,6631,2836,995,1010,390,199,285,290,40,72,296,135,57,13,13,0.4277,0.1501,0.4223,450,0,0,286,114,0,241,132,236,1459,165,63,140
91827144,1,HealthStone,67381,71514,0,-4133,4,10,10,14,12,10,1,3,3,3,3,3,5,4694,20525,44187,58728,67381,137,0,0,38,16,48,0,0,38,11,0,8,4,191,0,0,3,10,7006,3656,739,929,394,191,185,238,31,65,298,159,97,12,12,0.5218,0.1055,0.3727,435,0,0,274,95,0,171,81,232,1288,205,106,135
91827146,0,chunhu666,77506,85369,0,-7863,3,14,9,14,12,10,1,3,3,3,3,3,518,7035,21849,51601,63151,77506,143,0,0,37,19,57,0,0,36,14,0,9,4,199,0,0,3,10,6631,2836,995,1010,390,199,285,290,40,72,296,135,57,13,13,0.4277,0.1501,0.4223,455,0,0,286,114,0,241,132,235,1463,168,63,140
91827146,1,Freddy,85369,77506,1,7863,3,14,9,14,12,10,1,3,3,3,3,3,518,6835,21744,54624,69518,85369,143,0,0,37,19,57,0,0,36,14,0,7,6,199,0,0,3,10,6631,2836,995,1010,390,199,285,290,40,72,296,135,57,13,13,0.4277,0.1501,0.4223,455,0,0,286,114,0,241,174,235,1505,172,63,140
91827150,0,Ueddy,91896,92136,0,-240,3,14,9,14,12,10,1,3,3,3,3,3,516,4802,16526,48022,71458,91896,142,0,0,36,19,57,0,0,34,11,0,9,4,197,0,0,3,10,6654,2836,1018,1009,390,197,285,290,43,72,296,135,57,13,13,0.4262,0.153,0.4208,455,0,0,286,114,0,241,132,258,1486,169,63,140
91827150,1,THUNDER THUNDER,92136,91896,1,240,3,14,9,14,12,10,1,3,3,3,3,3,515,4534,14792,49191,70961,92136,145,0,0,37,19,57,0,0,36,14,0,9,4,201,0,0,3,10,6608,2835,990,1011,385,201,279,285,43,70,291,140,51,13,14,0.429,0.1498,0.4212,478,0,0,277,114,0,211,132,221,1433,167,69,162
91828093,0,Jince,76959,77371,0,-412,3,14,9,14,12,9,1,3,3,3,3,3,521,4713,13002,41639,61467,76959,142,0,0,37,19,54,0,0,36,12,0,9,5,198,0,0,3,9,6563,2796,962,986,386,198,292,299,43,71,310,142,49,14,15,0.426,0.1466,0.4274,440,0,0,276,114,0,225,138,239,1432,165,62,159
91828093,1,Valmorlee,77371,76959,1,412,3,14,9,14,12,9,1,3,3,3,3,3,515,4707,13100,41916,61820,77371,142,0,0,37,19,54,0,0,36,12,0,9,5,198,0,0,3,9,6563,2796,962,986,386,198,292,299,43,71,310,142,49,14,15,0.426,0.1466,0.4274,440,0,0,276,114,0,225,138,239,1432,165,62,159
91828096,0,Trex,106714,109035,0,-2321,3,14,9,14,12,10,1,3,3,3,3,3,497,8396,22494,62527,92008,106714,138,0,0,37,18,54,0,0,35,13,0,10,4,193,0,0,3,10,6716,2875,1031,1017,386,193,285,290,46,72,301,138,50,18,14,0.4281,0.1535,0.4184,459,0,0,299,114,0,218,160,242,1492,175,63,156
91828096,1,saitamad,109035,106714,1,2321,3,14,9,14,12,9,1,3,3,3,3,3,523,6976,23102,62832,91736,109035,142,0,0,37,19,54,0,0,36,14,0,9,5,198,0,0,3,9,6563,2796,961,986,386,198,292,299,44,71,310,142,49,14,15,0.426,0.1464,0.4275,440,0,0,276,114,0,225,138,239,1432,165,62,159
91476157,0,chungkuangwen,71757,72794,0,-1037,3,14,10,14,13,10,1,3,3,3,3,3,507,5480,18339,42324,54010,71757,147,0,0,38,17,59,0,0,33,12,0,9,6,202,0,0,3,10,7001,3007,1079,1001,389,202,327,315,44,73,319,165,51,15,14,0.4295,0.1541,0.4164,446,0,0,284,102,0,223,147,246,1448,181,70,158
91476157,1,DL,72794,71757,1,1037,3,14,10,14,13,10,1,3,3,3,3,3,507,5480,18339,42324,54814,72794,147,0,0,38,17,59,0,0,33,12,0,9,6,202,0,0,3,10,7001,3007,1090,992,389,202,327,315,44,71,319,165,51,15,14,0.4295,0.1557,0.4148,446,0,0,284,102,0,223,147,248,1450,182,70,158
91476165,0,Valmorlee,64005,65033,0,-1028,3,14,9,14,12,9,1,3,3,3,3,3,518,4724,15119,43761,52676,64005,142,0,0,37,19,54,0,0,36,14,0,9,5,198,0,0,3,9,6563,2796,962,986,386,198,292,299,43,71,310,142,49,14,15,0.426,0.1466,0.4274,440,0,0,276,114,0,225,138,239,1432,165,62,159
91476165,1,THUNDER THUNDER,65033,64005,1,1028,3,14,9,14,12,10,1,3,3,3,3,3,518,4722,14804,43254,53192,65033,147,0,0,37,19,57,0,0,36,14,0,9,4,203,0,0,3,10,6604,2813,988,1007,387,203,287,293,44,69,305,134,48,13,13,0.426,0.1496,0.4244,454,0,0,271,114,0,226,132,236,1433,156,66,143
91476211,0,青烟,51247,46610,1,4637,3,14,9,14,12,10,1,3,3,3,3,3,509,5793,15645,40684,43419,51247,146,0,0,37,19,61,0,0,29,11,0,10,4,202,0,0,3,10,6716,2868,1033,1019,386,202,285,290,43,72,303,138,49,14,14,0.427,0.1538,0.4191,459,0,0,285,114,0,218,132,245,1453,171,69,156
91476211,1,Freddy,46610,51247,0,-4637,3,14,10,14,13,10,1,3,3,3,3,3,510,5487,14798,37360,39148,46610,147,0,0,38,17,59,0,0,31,7,0,9,6,202,0,0,3,10,7001,3007,1090,992,389,202,327,315,44,71,319,165,51,15,14,0.4295,0.1557,0.4148,446,0,0,284,102,0,223,147,248,1450,182,70,158
91477087,0,infamemconculcemus,51734,56458,0,-4724,3,14,9,14,12,10,1,3,3,3,3,3,253,5719,14368,32124,38303,51734,140,0,0,39,17,58,0,0,28,9,0,8,4,196,0,0,3,10,6739,2850,1039,998,388,196,300,306,45,75,318,144,50,15,15,0.4229,0.1542,0.4229,425,0,0,295,102,0,230,138,243,1433,172,67,160
91477087,1,VN-Orion,56458,51734,1,4724,3,14,10,14,13,10,1,3,3,3,3,3,515,5482,13720,35273,42334,56458,147,0,0,38,17,59,0,0,30,10,0,9,6,202,0,0,3,10,7001,3007,1090,991,389,202,327,315,45,71,319,165,51,15,14,0.4295,0.1557,0.4148,446,0,0,284,102,0,223,147,248,1450,182,70,158
91477199,0,brocade,60954,59884,1,1070,3,14,9,14,12,10,1,3,3,3,3,3,516,6016,16900,38936,48118,60954,146,0,0,36,23,57,0,0,32,14,0,9,4,205,0,0,3,10,6815,2926,1038,1026,394,205,307,302,40,71,299,131,49,13,14,0.4293,0.1523,0.4183,431,0,0,277,132,0,228,132,235,1435,164,78,147
91477199,1,Valmorlee,59884,60954,0,-1070,3,14,9,14,12,10,1,3,3,3,3,3,515,5320,14659,36458,45457,59884,144,0,0,39,17,60,0,0,35,12,0,8,4,200,0,0,3,10,6760,2881,1076,1019,399,200,280,286,42,76,299,133,44,12,13,0.4262,0.1592,0.4146,450,0,0,303,102,0,221,132,223,1431,155,68,142
91478030,0,VN-Orion,119919,118428,1,1491,3,14,9,14,12,10,1,3,3,3,3,3,512,5765,16801,58575,91707,119919,146,0,0,37,19,61,0,0,29,12,0,10,4,202,0,0,3,10,6716,2868,1033,1019,386,202,285,290,43,72,303,138,49,14,14,0.427,0.1538,0.4191,459,0,0,285,114,0,218,132,245,1453,171,69,156
91478030,1,Efe Can Celiksoy,118428,119919,0,-1491,3,14,9,14,12,10,1,3,3,3,3,3,512,5796,16856,57926,90424,118428,146,0,0,37,19,61,0,0,28,12,0,10,4,202,0,0,3,10,6716,2891,1000,1018,386,202,285,290,44,72,303,138,59,14,14,0.4305,0.1489,0.4206,459,0,0,285,114,0,218,132,246,1454,179,69,156
91478137,0,Wufang Hong,109386,106632,1,2754,3,14,9,14,12,10,1,3,3,3,3,3,522,5789,16947,57034,83199,109386,146,0,0,37,19,61,0,0,29,7,0,10,4,202,0,0,3,10,6716,2868,1033,1019,386,202,285,290,43,72,303,138,49,14,14,0.427,0.1538,0.4191,459,0,0,285,114,0,218,132,245,1453,171,69,156
91478137,1,HealthStone,106632,109386,0,-2754,4,10,10,14,12,10,1,3,3,3,3,3,5,4851,21176,55196,84474,106632,133,0,0,37,17,45,0,0,37,12,0,8,4,187,0,0,3,10,7075,3626,878,894,376,187,217,259,33,65,300,133,83,12,12,0.5125,0.1241,0.3634,401,0,0,264,101,0,216,79,234,1295,202,113,151
91478164,0,HealthStone,58406,54224,1,4182,4,9,10,12,12,10,1,3,3,3,3,3,3,6341,15226,33083,46845,58406,125,0,0,38,15,45,0,0,38,10,0,8,4,178,0,0,3,10,6629,3460,699,874,358,178,176,211,31,62,277,179,99,13,12,0.5219,0.1054,0.3726,415,0,0,254,90,0,126,93,218,1196,183,111,133
91478164,1,Gbining,54224,58406,0,-4182,3,14,10,14,13,10,1,3,3,3,3,3,521,5535,10514,30381,40323,54224,147,0,0,38,17,59,0,0,29,6,0,8,6,202,0,0,3,10,7001,3007,1271,881,389,202,308,296,45,57,300,165,51,15,14,0.4295,0.1815,0.3889,460,0,0,284,102,0,223,147,246,1462,182,70,158
91478166,0,brocade,128133,130595,0,-2462,3,14,9,14,12,10,1,3,3,3,3,3,516,7478,22993,69392,99982,128133,146,0,0,36,23,57,0,0,36,14,0,9,4,205,0,0,3,10,6815,2926,1038,1026,394,205,307,302,40,71,299,131,49,13,14,0.4293,0.1523,0.4183,431,0,0,277,132,0,228,132,228,1428,162,78,147
91478166,1,Elzandi Irfan Zikra,130595,128133,1,2462,3,14,10,14,12,10,1,3,3,3,3,3,515,6501,23239,67689,101004,130595,144,0,0,39,16,58,0,0,38,11,0,9,5,199,0,0,3,10,7022,2968,1160,990,402,199,305,313,50,76,324,156,51,14,14,0.4227,0.1652,0.4121,418,0,0,302,96,0,239,145,248,1448,168,74,149
91478168,0,THUNDER THUNDER,85378,79122,1,6256,3,14,11,14,12,10,1,3,3,3,3,3,462,6969,21501,43864,59969,85378,147,0,0,31,19,58,0,0,31,14,0,6,11,197,0,0,3,10,6954,2930,1045,970,375,197,342,351,43,62,367,175,62,18,17,0.4213,0.1503,0.4284,433,0,0,246,114,0,155,261,305,1514,188,64,160
91478168,1,Seb (allegedly),79122,85378,0,-6256,7,11,12,12,12,0,2,4,4,4,4,4,25,3730,4323,31440,57805,79122,18,0,0,41,19,14,0,0,41,14,0,5,19,78,0,0,4,0,7583,3903,926,593,327,78,397,424,0,74,402,222,189,24,24,0.5147,0.1221,0.3632,72,0,0,282,114,0,126,325,328,1247,263,24,253
91478170,0,Stocks152,66990,65604,1,1386,3,14,9,14,12,10,1,3,3,3,3,3,515,5733,14158,39912,54824,66990,146,0,0,37,19,61,0,0,29,8,0,10,4,202,0,0,3,10,6716,2868,1033,1019,386,202,285,290,44,72,303,138,48,14,14,0.427,0.1538,0.4191,459,0,0,285,114,0,218,132,245,1453,171,69,156
91478170,1,VN-Orion,65604,66990,0,-1386,3,14,10,14,13,10,1,3,3,3,3,3,516,5497,13536,38605,54165,65604,147,0,0,38,17,59,0,0,31,9,0,8,6,202,0,0,3,10,7001,3007,1088,992,389,202,327,315,46,71,319,165,51,15,14,0.4295,0.1554,0.4151,446,0,0,284,102,0,223,147,248,1450,182,70,158
91478181,0,Efe Can Celiksoy,74253,63693,1,10560,3,14,9,14,12,10,1,3,3,3,3,3,523,5757,15510,46807,61462,74253,146,0,0,37,19,61,0,0,28,14,0,10,4,202,0,0,3,10,6716,2868,1033,1018,386,202,285,290,44,72,303,138,49,14,14,0.427,0.1538,0.4191,459,0,0,285,114,0,218,132,247,1455,173,69,156
91478181,1,Zakaria Settar,63693,74253,0,-10560,3,14,9,14,11,9,1,3,3,3,3,3,256,4597,14422,38551,51974,63693,140,0,0,38,19,56,0,0,33,14,0,6,5,197,0,0,3,9,6586,2781,987,993,391,197,291,299,44,72,311,143,49,14,14,0.4223,0.1499,0.4279,445,0,0,286,114,0,220,144,237,1446,162,67,158
91478949,0,Efe Can Celiksoy,98521,111092,0,-12571,3,14,9,14,12,10,1,3,3,3,3,3,512,5796,16467,52636,81031,98521,146,0,0,37,19,61,0,0,28,11,0,10,4,202,0,0,3,10,6716,2891,1000,1018,386,202,285,290,44,72,303,138,59,14,14,0.4305,0.1489,0.4206,459,0,0,285,114,0,218,132,246,1454,176,69,156
91478949,1,Valmorlee,111092,98521,1,12571,3,14,9,14,12,9,1,3,3,3,3,3,512,4799,17242,53511,87785,111092,142,0,0,37,19,54,0,0,36,14,0,9,5,198,0,0,3,9,6563,2796,962,986,386,198,292,299,43,71,310,142,49,14,15,0.426,0.1466,0.4274,440,0,0,276,114,0,225,138,239,1432,165,62,159
91478954,0,Valmorlee,125194,113384,1,11810,3,14,9,14,12,9,1,3,3,3,3,3,515,4858,17319,57226,95486,125194,142,0,0,37,19,54,0,0,36,14,0,9,5,198,0,0,3,9,6563,2796,962,986,386,198,292,299,43,71,310,142,49,14,15,0.426,0.1466,0.4274,440,0,0,276,114,0,225,138,239,1432,165,62,159
91478954,1,Latifa Riziki,113384,125194,0,-11810,3,14,9,14,12,10,1,3,3,3,3,3,516,6041,18419,57352,85688,113384,146,0,0,36,23,57,0,0,27,13,0,9,4,205,0,0,3,10,6815,2926,1038,1026,394,205,307,302,40,71,299,131,49,13,14,0.4293,0.1523,0.4183,431,0,0,277,132,0,228,132,244,1444,166,78,147
91479027,0,DL,93480,97279,0,-3799,3,14,9,14,12,10,1,3,3,3,3,3,515,5794,17040,51282,66821,93480,146,0,0,37,19,61,0,0,29,10,0,9,4,202,0,0,3,10,6716,2867,1033,1019,386,202,285,290,44,72,303,138,49,14,14,0.4269,0.1538,0.4193,459,0,0,285,114,0,218,132,245,1453,171,69,156
91479027,1,Mohammed Nomaan,97279,93480,1,3799,3,14,10,14,13,10,1,3,3,3,3,3,516,5479,16066,51317,69184,97279,147,0,0,38,17,59,0,0,31,8,0,9,6,202,0,0,3,10,7001,3007,1090,992,389,202,327,315,44,71,319,165,51,15,14,0.4295,0.1557,0.4148,446,0,0,284,102,0,223,147,248,1450,182,70,158
91479819,0,Nikita Lugovoy,62265,59924,1,2341,3,14,9,14,11,9,1,3,3,3,3,3,509,7904,19426,36517,46055,62265,140,0,0,38,19,56,0,0,35,14,0,8,6,197,0,0,3,9,6563,2781,964,993,391,197,291,299,44,72,311,143,49,14,14,0.4237,0.1469,0.4294,445,0,0,286,114,0,220,144,237,1446,162,67,157
91479819,1,Stocks152,59924,62265,0,-2341,3,14,10,14,13,10,1,3,3,3,3,3,510,7361,18263,34880,44666,59924,147,0,0,38,17,59,0,0,36,12,0,9,6,202,0,0,3,10,7001,3007,1089,992,389,202,327,315,45,71,319,165,51,15,14,0.4295,0.1555,0.4149,446,0,0,284,102,0,223,147,248,1450,182,70,158
91480774,0,Stocks152,68100,68541,0,-441,3,14,9,14,12,10,1,3,3,3,3,3,518,5731,14371,39577,54014,68100,146,0,0,37,19,61,0,0,28,8,0,10,4,202,0,0,3,10,6716,2868,1033,1018,386,202,285,290,44,72,303,138,49,14,14,0.427,0.1538,0.4191,459,0,0,285,114,0,218,132,245,1453,171,69,156
91480774,1,ShaoCharles,68541,68100,1,441,3,14,9,14,12,10,1,3,3,3,3,3,518,5319,13874,38810,53476,68541,144,0,0,39,17,60,0,0,31,9,0,8,4,200,0,0,3,10,6760,2887,1070,1019,399,200,280,286,42,76,299,133,44,12,13,0.4271,0.1583,0.4146,455,0,0,303,102,0,221,132,237,1450,157,68,142
91481652,0,Stocks152,85402,89897,0,-4495,3,14,9,14,12,10,1,3,3,3,3,3,512,5812,16526,55713,71907,85402,146,0,0,37,19,61,0,0,29,11,0,10,4,202,0,0,3,10,6716,2868,1033,1019,386,202,285,290,43,72,303,138,49,14,14,0.427,0.1538,0.4191,459,0,0,285,114,0,218,132,245,1453,171,69,156
91481652,1,Nikita Lugovoy,89897,85402,1,4495,3,14,9,14,11,9,1,3,3,3,3,3,512,4854,16085,53616,73528,89897,140,0,0,38,19,56,0,0,36,14,0,8,6,197,0,0,3,9,6563,2781,964,994,391,197,291,299,43,72,311,143,49,14,14,0.4237,0.1469,0.4294,445,0,0,286,114,0,220,144,237,1446,162,67,157
